-5.570874472,14.65947146
-3.926358481,10.74458403
-4.735225935,11.21473688
-4.266600867,12.04307455
-5.582305689,13.78380102
-4.400006075,11.77226538
-3.97433116,11.25041766
-5.286141176,14.02334971
-4.992404719,13.184802
-4.875391264,14.42628855
-4.41896369,13.09871859
-4.13912179,11.42384619
-4.83131959,11.27963251
-4.919018049,14.19809908
-5.718404551,13.59052939
-4.981533785,11.72022433
-4.989547034,12.27247805
-4.187136431,12.77163214
-4.160642405,11.02748961
-5.154918928,13.79308123
-5.817428847,13.94285673
-4.08206584,10.67420859
-5.587688227,14.11141962
-5.886047144,14.51931185
-4.102755804,12.07585997
-5.95928361,14.4735536
-4.18818595,12.97908778
-5.073218126,14.46354765
-4.179720183,11.88264746
-4.28796937,10.68315691
-5.731441755,13.54741377
-4.850389261,13.81113524
-5.342181463,14.33009333
-3.912111063,10.81571955
-4.284498472,12.00909323
-5.824470778,14.54421515
-5.777481814,14.34182925
-4.459165354,13.19533057
-4.174851675,10.97809882
-4.253141184,11.43489642
-4.25645711,13.12102599
-4.099118967,10.69721693
-4.651947756,12.97601313
-4.907258768,12.87826056
-4.94384696,11.49529261
-4.064607878,10.68130965
-5.144699831,13.1888513
-5.619891901,13.70985789
-4.193946142,12.50095553
-5.234796782,14.51297087
-4.647774954,14.17158503
-4.991298456,14.17811961
-4.430462141,12.2276668
-4.697360296,13.05152125
-5.506767531,13.85473437
-4.932483454,14.26683516
-5.692950983,14.65160841
-4.139146586,10.52977175
-4.75496747,13.14185232
-4.226744433,12.18255991
-5.700265188,14.56611819
-4.416770716,10.86707587
-4.322297831,10.48554606
-5.026611586,13.70490259
-5.391698618,13.26728052
-4.900860567,14.36112017
-5.500869055,14.60489458
-4.936342974,14.33712
-5.041831274,14.43018813
-4.228333254,10.82739443
-5.207769652,12.84294314
-4.084260245,10.77027029
-5.418905516,14.3005237
-5.537507792,14.49790091
-4.761539717,13.26994891
-3.908566733,10.8770246
-4.539131899,10.97441382
-4.486810942,11.72688383
-4.337664385,10.39259142
-5.671997328,14.08674712
-4.643294115,12.97120661
-5.06710269,13.25995917
-5.727503557,13.69352812
-5.530242224,14.5174293
-4.239791651,11.99018187
-4.183084746,11.07754607
-4.78142478,12.69550032
-5.099931975,13.3246345
-4.179931898,10.55075259
-5.443449278,14.36304373
-4.118049879,10.61437411
-5.300101061,14.29442686
-4.188627501,10.84174246
-4.400873919,13.43917555
-5.112352629,14.05402464
-4.942044993,14.33269781
-3.945819636,10.8938579
-5.143882532,13.71467776
-4.266345282,13.7082643
-5.099687357,13.46591181
-5.293270846,14.49641413
-4.299094458,10.39210219
-4.8293822,12.9537887
-4.967082281,12.75104994
-4.466387053,13.76918597
-4.132636328,10.59776301
-5.633013983,13.97508425
-4.523873587,11.30718321
-5.293957491,13.8754682
-4.981859942,11.48923773
-4.664504309,13.12805456
-5.838728209,14.44365591
-5.81003501,13.76797098
-4.452816744,12.99930662
-4.092319746,11.11009592
-4.293142576,12.00073141
-4.103851576,11.43763251
-5.770979185,14.03563494
-4.002765913,10.81236548
-4.053421278,10.68169779
-4.783355494,13.4486627
-4.360613604,12.96582789
-5.466731329,14.63747877
-4.276523371,13.61802859
-4.077656527,10.55837721
-5.184553881,13.47848696
-4.947612543,13.6538896
-4.191356917,11.70226378
-4.24339654,10.57817931
-5.657769938,13.81798453
-4.202183027,11.63048739
-5.206696291,13.23724932
-5.868028898,14.40653796
-4.37454917,11.57732195
-4.171627302,10.48916811
-4.414167185,13.50982947
-4.879080076,11.36505122
-4.398455878,13.65431494
-4.66590621,11.14421648
-4.362554808,13.75216383
-5.889562865,14.53736777
-4.279239435,12.82260126
-4.053010721,11.14614958
-4.581751604,11.19649309
-4.686193724,13.9943561
-4.814058085,14.30128188
-4.976412077,11.51506323
-5.840937872,13.755166
-4.926017065,11.41266054
-5.138228197,13.02450365
-4.266955633,11.36947054
-4.291985293,10.59108443
-3.897069712,11.13756747
-4.558474798,13.27816576
-5.526499529,13.86155409
-4.116089602,11.95376868
-4.20010974,11.93107027
-4.236965437,10.71358294
-4.230119009,12.55787367
-4.906864901,13.09467787
-5.724603911,13.63630194
-4.909853239,13.34383578
-4.877055903,11.45621771
-5.114105482,13.91920466
-4.54695632,13.08556837
-5.735618372,14.26245398
-4.856649656,11.40014357
-4.060068388,11.30708784
-5.495049257,14.24135298
-4.380713244,13.99848646
-4.45014884,11.60761828
-4.411628504,10.80308241
-4.116341372,10.55047411
-4.692248602,13.26502127
-4.203816195,10.91910738
-4.327842016,13.10960478
-4.846029539,14.29786486
-4.277315397,11.61614985
-5.375245352,14.34360117
-5.069165964,14.21441931
-4.757121821,11.42255396
-4.70603921,14.26638598
-4.561225195,13.66154379
-4.344842692,13.36207003
-5.421355505,13.88569922
-5.565920611,14.55059332
-5.019499083,12.7870912
-5.441684504,14.634201
-4.308612604,12.94481272
-4.246984263,10.46867461
-4.028740664,10.92156596
-5.035155077,14.2803039
-3.926647921,11.18124194
-5.782817621,14.49678416
-5.266754885,14.34763617
-4.456648131,11.37716383
-5.309806605,13.99501128
-4.66400506,11.08195204
-4.594621439,14.1527738
-5.448347349,14.27664751
-4.613270064,13.08343214
-3.848478575,10.97670836
-4.072116633,11.56059164
-4.610458155,10.98119635
-3.91242816,10.81335539
-4.209847708,10.99218745
-4.434360762,10.92051119
-4.427869578,13.93859858
-5.443683405,13.72329611
-3.974204321,11.11284346
-5.254001875,13.70231814
-4.826217432,12.85198111
-5.395555754,14.59422488
-4.349735995,10.41212744
-15.9172137,-7.045678193
-14.85986163,-6.902742917
-14.73915412,-8.28547197
-13.92410018,-8.531428391
-12.53992488,-8.43258577
-12.20678165,-6.36858564
-13.47945716,-6.97981363
-14.16819026,-8.936897332
-14.01347472,-7.878445679
-14.65237834,-8.249258095
-13.09132697,-6.578342492
-12.31328609,-7.656201417
-14.20999743,-8.730794961
-14.28339126,-4.870802933
-12.90509822,-7.649070794
-14.72826697,-8.863240296
-15.81595828,-6.84113937
-14.38212707,-8.722474152
-15.17190578,-6.33588844
-11.74839141,-8.261605317
-11.78700854,-8.232954079
-13.87936427,-5.531086976
-15.51499965,-8.170723969
-14.82663085,-7.79947477
-13.17468097,-8.157802636
-12.66188838,-8.519546563
-14.92454459,-7.946034485
-15.65845134,-6.315465504
-13.54283168,-8.529100472
-12.11960246,-8.516928727
-14.8832133,-7.576023156
-12.62849834,-7.729622895
